TICKER,SECTOR,INDUSTRY
MITK,Technology,Software—Application
STRE,Financial Services,Shell Companies
GTYH,Technology,Software—Application
BGT,Financial Services,Asset Management
EVH,Healthcare,Health Information Services
REG,Real Estate,REIT—Retail
AFT,Financial Services,Asset Management
MGY,Energy,Oil & Gas E&P
CHKR,Energy,Oil & Gas E&P
SNTW,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SPB,Consumer Defensive,Household & Personal Products
PNT,Healthcare,Biotechnology
LOW,Consumer Cyclical,Home Improvement Retail
LEA,Consumer Cyclical,Auto Parts
SBAC,Real Estate,REIT—Specialty
EPM,Energy,Oil & Gas E&P
WEBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
RARE,Healthcare,Biotechnology
BFLY,Healthcare,Medical Devices
VKQ,Financial Services,Asset Management
CMPS,Healthcare,Medical Care Facilities
LHAA,Financial Services,Shell Companies
AGIL,Technology,Software—Application
OTLC,Healthcare,Biotechnology
SMTI,Healthcare,Medical Instruments & Supplies
CASA,Technology,Communication Equipment
LTRN,Healthcare,Biotechnology
REPL,Healthcare,Biotechnology
GROW,Financial Services,Asset Management
TROW,Financial Services,Asset Management
GBOX,Technology,Software—Infrastructure
SLB,Energy,Oil & Gas Equipment & Services
CNTA,Healthcare,Biotechnology
KLXE,Energy,Oil & Gas Equipment & Services
PAQC,Financial Services,Shell Companies
RGUS,Industrials,Specialty Industrial Machinery
CIFR,Financial Services,Capital Markets
JLL,Real Estate,Real Estate Services
TIKK,Industrials,Aerospace & Defense
MCI,Financial Services,Asset Management
AXP,Financial Services,Credit Services
HQY,Healthcare,Health Information Services
RMNI,Technology,Software—Application
VWE,Consumer Defensive,Beverages—Wineries & Distilleries
FRPT,Consumer Defensive,Packaged Foods
XOS,Industrials,Farm & Heavy Construction Machinery
EBIX,Technology,Software—Application
DINO,Energy,Oil & Gas Refining & Marketing
BDSI,Healthcare,Drug Manufacturers—Specialty & Generic
CLBS,Healthcare,Biotechnology
OSUR,Healthcare,Medical Instruments & Supplies
SING,Technology,Solar
AKA,Consumer Cyclical,Internet Retail
WCRS,Consumer Cyclical,Specialty Retail
MDV,Real Estate,REIT—Diversified
TDS,Communication Services,Telecom Services
APMI,Financial Services,Shell Companies
PALI,Healthcare,Biotechnology
UNRV,Healthcare,Drug Manufacturers—Specialty & Generic
SSIC,Healthcare,Drug Manufacturers—Specialty & Generic
MITI,Healthcare,Health Information Services
FZMD,Healthcare,Medical Devices
ABR,Real Estate,REIT—Mortgage
SRZN,Healthcare,Biotechnology
CF,Basic Materials,Agricultural Inputs
AKTS,Technology,Communication Equipment
FOXF,Consumer Cyclical,Auto Parts
ESS,Real Estate,REIT—Residential
BRC,Industrials,Security & Protection Services
ISIG,Communication Services,Advertising Agencies
KIII,Financial Services,Shell Companies
OBTC,Fund,
DERM,Healthcare,Drug Manufacturers—Specialty & Generic
BRDS,Industrials,Rental & Leasing Services
CPAR,Financial Services,Shell Companies
CELC,Healthcare,Biotechnology
CSTR,Financial Services,Banks—Regional
ATO,Utilities,Utilities—Regulated Gas
SF,Financial Services,Capital Markets
PDSKX,Fund,
CLSH,Healthcare,Drug Manufacturers—Specialty & Generic
BZFD,Communication Services,Internet Content & Information
SMAP,Financial Services,Shell Companies
NLOK,Technology,Software—Infrastructure
TYG,Financial Services,Asset Management
LCTC,Technology,Scientific & Technical Instruments
NEWR,Technology,Software—Infrastructure
RCS,Financial Services,Asset Management
FRSH,Technology,Software—Application
EVT,Financial Services,Asset Management
CNNB,Financial Services,Banks—Regional
FTLF,Consumer Defensive,Packaged Foods
HUBG,Industrials,Integrated Freight & Logistics
ZI,Technology,Software—Application
SQSP,Technology,Software—Infrastructure
GO,Consumer Defensive,Grocery Stores
KIND,Communication Services,Internet Content & Information
LBAI,Financial Services,Banks—Regional
SCMA,Financial Services,Shell Companies
LPSN,Technology,Software—Application
PFIN,Industrials,Tools & Accessories
CBAY,Healthcare,Biotechnology
ENB,Energy,Oil & Gas Midstream
PVH,Consumer Cyclical,Apparel Manufacturing
SVFB,Financial Services,Shell Companies
WTMA,Financial Services,Shell Companies
GACQ,Financial Services,Shell Companies
DMAQ,Financial Services,Shell Companies
OTRK,Healthcare,Health Information Services
CLRC,Financial Services,Shell Companies
JPM,Financial Services,Banks—Diversified
MYD,Financial Services,Asset Management
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
DUUO,Technology,Software—Application
BHVN,Healthcare,Biotechnology
CKX,Energy,Oil & Gas E&P
GLRE,Financial Services,Insurance—Reinsurance
FNRN,Financial Services,Banks—Regional
DBVT,Healthcare,Biotechnology
REAL,Consumer Cyclical,Luxury Goods
CDRE,Industrials,Aerospace & Defense
CXH,Financial Services,Asset Management
PDLB,Financial Services,Banks—Regional
BWG,Financial Services,Asset Management
GENQ,Financial Services,Shell Companies
GABC,Financial Services,Banks—Regional
TNL,Consumer Cyclical,Travel Services
WSBF,Financial Services,Banks—Regional
VRNS,Technology,Software—Infrastructure
NFYS,Financial Services,Shell Companies
OKYO,Healthcare,Biotechnology
ENS,Industrials,Electrical Equipment & Parts
ALIT,Technology,Software—Application
GAPA,Financial Services,Shell Companies
RVLV,Consumer Cyclical,Internet Retail
SHPW,Industrials,Specialty Industrial Machinery
BWA,Consumer Cyclical,Auto Parts
RPD,Technology,Software—Infrastructure
KEYS,Technology,Scientific & Technical Instruments
MYI,Financial Services,Asset Management
TBPH,Healthcare,Biotechnology
AVY,Industrials,Business Equipment & Supplies
PRTA,Healthcare,Biotechnology
LUMN,Communication Services,Telecom Services
GVA,Industrials,Engineering & Construction
QMCI,Financial Services,Financial Data & Stock Exchanges
FPH,Real Estate,Real Estate—Development
ISRG,Healthcare,Medical Instruments & Supplies
ELOX,Healthcare,Biotechnology
HSIC,Healthcare,Medical Distribution
MVT,Financial Services,Asset Management
PINC,Healthcare,Health Information Services
DVN,Energy,Oil & Gas E&P
POLY,Technology,Communication Equipment
SVFD,Basic Materials,Agricultural Inputs
MG,Industrials,Security & Protection Services
WTM,Financial Services,Insurance—Property & Casualty
BNY,Financial Services,Asset Management
SEIC,Financial Services,Asset Management
RVSB,Financial Services,Banks—Regional
PYCR,Technology,Software—Application
ATMS,Financial Services,Shell Companies
AUTO,Communication Services,Internet Content & Information
MTDR,Energy,Oil & Gas E&P
KNTE,Healthcare,Biotechnology
WBHC,Financial Services,Banks—Regional
FULC,Healthcare,Biotechnology
PNBK,Financial Services,Banks—Regional
PEI,Real Estate,REIT—Retail
OOMA,Communication Services,Telecom Services
AVDL,Healthcare,Drug Manufacturers—Specialty & Generic
AOMR,Real Estate,REIT—Mortgage
FCUV,Technology,Scientific & Technical Instruments
AROC,Energy,Oil & Gas Equipment & Services
SANW,Consumer Defensive,Farm Products
KAHC,Financial Services,Shell Companies
MOV,Consumer Cyclical,Luxury Goods
IVC,Healthcare,Medical Instruments & Supplies
DRE,Real Estate,REIT—Industrial
REVG,Industrials,Farm & Heavy Construction Machinery
DRRX,Healthcare,Drug Manufacturers—Specialty & Generic
BWAC,Financial Services,Shell Companies
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MDC,Consumer Cyclical,Residential Construction
STTK,Healthcare,Biotechnology
MVBF,Financial Services,Banks—Regional
NNUP,Basic Materials,Specialty Chemicals
RWLK,Healthcare,Medical Devices
ROAG,Consumer Defensive,Packaged Foods
DMAC,Healthcare,Biotechnology
KURA,Healthcare,Biotechnology
SBI,Financial Services,Asset Management
STRZ,Consumer Cyclical,Restaurants
BMTX,Technology,Software—Application
ATIP,Healthcare,Medical Care Facilities
S,Technology,Software—Infrastructure
RCL,Consumer Cyclical,Travel Services
UGRO,Industrials,Farm & Heavy Construction Machinery
OBLG,Technology,Software—Application
LMPX,Consumer Cyclical,Auto & Truck Dealerships
SFM,Consumer Defensive,Grocery Stores
BKCC,Financial Services,Asset Management
FF,Basic Materials,Chemicals
BRO,Financial Services,Insurance Brokers
AJG,Financial Services,Insurance Brokers
FRXB,Financial Services,Shell Companies
HIX,Financial Services,Asset Management
OWSCX,Fund,
WHLT,Financial Services,Shell Companies
GSHD,Financial Services,Insurance—Diversified
USBL,Financial Services,Shell Companies
RIII,Industrials,Engineering & Construction
PINS,Communication Services,Internet Content & Information
REED,Consumer Defensive,Beverages—Non-Alcoholic
BOLT,Healthcare,Biotechnology
JANL,Industrials,Integrated Freight & Logistics
DNMR,Basic Materials,Specialty Chemicals
BAC,Financial Services,Banks—Diversified
TWKS,Technology,Information Technology Services
BSGA,Financial Services,Shell Companies
TALO,Energy,Oil & Gas E&P
VSAT,Technology,Communication Equipment
KNSL,Financial Services,Insurance—Property & Casualty
LEGH,Consumer Cyclical,Residential Construction
KMI,Energy,Oil & Gas Midstream
AGLE,Healthcare,Biotechnology
STQN,Financial Services,Shell Companies
IDCC,Communication Services,Telecom Services
QRTEA,Consumer Cyclical,Internet Retail
ALOR,Financial Services,Shell Companies
WING,Consumer Cyclical,Restaurants
PHD,Financial Services,Asset Management
TAPM,Communication Services,Electronic Gaming & Multimedia
MSBI,Financial Services,Banks—Regional
MSB,Basic Materials,Steel
CWAN,Technology,Software—Application
NCNO,Technology,Software—Application
MILE,Fund,
CLRO,Technology,Communication Equipment
DBRG,Real Estate,REIT—Diversified
NRXP,Healthcare,Biotechnology
SCX,Industrials,Tools & Accessories
VLTA,Consumer Cyclical,Specialty Retail
VFC,Consumer Cyclical,Apparel Manufacturing
AIRS,Healthcare,Medical Care Facilities
SCHL,Communication Services,Publishing
BH-A,Consumer Cyclical,Restaurants
HTGC,Financial Services,Asset Management
LFVN,Consumer Defensive,Packaged Foods
SOFO,Technology,Software—Application
FVAM,Financial Services,Shell Companies
CGC,Healthcare,Drug Manufacturers—Specialty & Generic
ATDS,Technology,Software—Infrastructure
CARR,Industrials,Building Products & Equipment
CURI,Communication Services,Broadcasting
IDXX,Healthcare,Diagnostics & Research
ACBI,Financial Services,Banks—Regional
PDNLA,Real Estate,REIT—Diversified
FFBC,Financial Services,Banks—Regional
SYNL,Basic Materials,Steel
NOV,Energy,Oil & Gas Equipment & Services
RIBT,Consumer Defensive,Packaged Foods
SMRT,Technology,Software—Application
MPWR,Technology,Semiconductors
BANR,Financial Services,Banks—Regional
CRGY,Energy,Oil & Gas E&P
URBN,Consumer Cyclical,Apparel Retail
HYI,Financial Services,Asset Management
WHG,Financial Services,Capital Markets
DZSI,Technology,Communication Equipment
BWFG,Financial Services,Banks—Regional
RGF,Consumer Defensive,Packaged Foods
FNLC,Financial Services,Banks—Regional
APVO,Healthcare,Biotechnology
NXP,Financial Services,Asset Management
IESC,Industrials,Engineering & Construction
CWGL,Consumer Defensive,Beverages—Wineries & Distilleries
STK,Financial Services,Asset Management
JMSB,Financial Services,Banks—Regional
NPO,Industrials,Specialty Industrial Machinery
TCFC,Financial Services,Banks—Regional
TSE,Basic Materials,Specialty Chemicals
IAE,Financial Services,Asset Management
DCF,Fund,
ODC,Basic Materials,Specialty Chemicals
MUJ,Financial Services,Asset Management
DPSI,Technology,Software—Application
PAYA,Technology,Software—Infrastructure
SBIG,Technology,Software—Application
STX,Technology,Computer Hardware
CHE,Healthcare,Medical Care Facilities
GEG,Healthcare,Medical Distribution
TGI,Industrials,Aerospace & Defense
TACO,Consumer Cyclical,Restaurants
MERC,Basic Materials,Paper & Paper Products
HEPA,Healthcare,Biotechnology
NBSE,Healthcare,Biotechnology
GPRK,Energy,Oil & Gas E&P
CYRN,Technology,Software—Infrastructure
ISCO,Healthcare,Biotechnology
TNDM,Healthcare,Medical Devices
PLX,Healthcare,Biotechnology
GTES,Industrials,Specialty Industrial Machinery
RSPI,Healthcare,Biotechnology
CMRF,Real Estate,REIT—Diversified
BRST,Real Estate,Real Estate Services
EGHT,Technology,Software—Application
CNOB,Financial Services,Banks—Regional
SCL,Basic Materials,Specialty Chemicals
BK,Financial Services,Asset Management
EIX,Utilities,Utilities—Regulated Electric
OIS,Energy,Oil & Gas Equipment & Services
CRM,Technology,Software—Application
ACM,Industrials,Engineering & Construction
BITE,Financial Services,Shell Companies
SLCA,Energy,Oil & Gas Equipment & Services
MIGI,Financial Services,Capital Markets
ASLE,Industrials,Airports & Air Services
NVGI,Technology,Information Technology Services
WES,Energy,Oil & Gas Midstream
HNST,Consumer Cyclical,Specialty Retail
CIVB,Financial Services,Banks—Regional
VCV,Financial Services,Asset Management
MNST,Consumer Defensive,Beverages—Non-Alcoholic
RIDE,Consumer Cyclical,Auto Manufacturers
ABCP,Real Estate,Real Estate Services
EP,Energy,Oil & Gas E&P
HCP,Technology,Software—Infrastructure
ARCT,Healthcare,Biotechnology
SLGD,Consumer Defensive,Household & Personal Products
UIHC,Financial Services,Insurance—Property & Casualty
NOG,Energy,Oil & Gas E&P
SAIL,Technology,Software—Infrastructure
EDF,Financial Services,Asset Management
AMAT,Technology,Semiconductor Equipment & Materials
PIPR,Financial Services,Capital Markets
ALZN,Healthcare,Biotechnology
VCRRX,Fund,
FINS,Fund,
WINR,Communication Services,Electronic Gaming & Multimedia
CHRA,Industrials,Waste Management
CUZ,Real Estate,REIT—Office
PSN,Industrials,Specialty Industrial Machinery
UAVS,Technology,Computer Hardware
NE,Energy,Oil & Gas Drilling
OVBC,Financial Services,Banks—Regional
NWLI,Financial Services,Insurance—Life
LAZ,Financial Services,Capital Markets
CROX,Consumer Cyclical,Footwear & Accessories
APRE,Healthcare,Biotechnology
NOVN,Healthcare,Biotechnology
NC,Energy,Thermal Coal
MLR,Consumer Cyclical,Auto Parts
STRC,Technology,Computer Hardware
HEI,Industrials,Aerospace & Defense
KPTI,Healthcare,Biotechnology
IPWR,Industrials,Electrical Equipment & Parts
ADMA,Healthcare,Biotechnology
DNAB,Financial Services,Shell Companies
OSI,Financial Services,Shell Companies
NXPL,Technology,Software—Application
CMPX,Healthcare,Biotechnology
OUT,Real Estate,REIT—Specialty
TLRY,Healthcare,Drug Manufacturers—Specialty & Generic
CXDC,Basic Materials,Specialty Chemicals
SBUX,Consumer Cyclical,Restaurants
KLR,Technology,Software—Application
AVCO,Real Estate,Real Estate Services
CBNK,Financial Services,Banks—Regional
PAI,Financial Services,Asset Management
LDP,Financial Services,Asset Management
RNDB,Financial Services,Banks—Regional
ASCB,Financial Services,Shell Companies
GENH,Healthcare,Drug Manufacturers—Specialty & Generic
KALU,Basic Materials,Aluminum
AEAC,Financial Services,Shell Companies
LPG,Energy,Oil & Gas Midstream
WASH,Financial Services,Banks—Regional
ESAC,Financial Services,Shell Companies
ADXS,Healthcare,Biotechnology
TREE,Financial Services,Financial Conglomerates
RCHG,Financial Services,Shell Companies
VNUE,Communication Services,Entertainment
SLS,Healthcare,Biotechnology
SCPS,Healthcare,Biotechnology
INBK,Financial Services,Banks—Regional
BCML,Financial Services,Banks—Regional
EXTR,Technology,Communication Equipment
JHG,Financial Services,Asset Management
WFCF,Technology,Software—Application
ASTR,Industrials,Aerospace & Defense
VCXB,Financial Services,Shell Companies
ALCC,Financial Services,Shell Companies
CFSB,Financial Services,Banks—Regional
BHE,Technology,Electronic Components
BRY,Energy,Oil & Gas E&P
ATI,Industrials,Metal Fabrication
SCYYF,Basic Materials,Other Industrial Metals & Mining
HNW,Financial Services,Asset Management
BNL,Real Estate,REIT—Diversified
MKTW,Technology,Software—Application
FLXT,Technology,Scientific & Technical Instruments
ESQ,Financial Services,Banks—Regional
OMEG,Financial Services,Shell Companies
OBT,Financial Services,Banks—Regional
MTOR,Fund,
CTR,Financial Services,Asset Management
ILPT,Real Estate,REIT—Industrial
DTLA-P,Real Estate,REIT—Office
GCTK,Healthcare,Medical Instruments & Supplies
EDIT,Healthcare,Biotechnology
HUSA,Energy,Oil & Gas E&P
IGXT,Healthcare,Biotechnology
EGLE,Industrials,Marine Shipping
DE,Industrials,Farm & Heavy Construction Machinery
BDJ,Financial Services,Asset Management
XMTR,Industrials,Specialty Industrial Machinery
ASPS,Real Estate,Real Estate Services
IMMR,Technology,Software—Application
